slug,category,title,path,summary_hint
k-pop,pop-eastasian,§k-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/k-pop.md,"K-Pop (Korean Pop) is a global entertainment phenomenon rooted in South Korean popular music that emerged in its modern form during the early 1990s. Far more than a simple music genre, K-Pop represents a complete entertainment ecosystem combining highly polished production, synchronized choreography"
mandopop,pop-eastasian,§mandopop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/mandopop.md,"Mandopop (Mandarin Pop) is the largest branch of C-Pop (Chinese popular music), encompassing popular music sung in Mandarin Chinese across Taiwan, mainland China, Singapore, Malaysia, and diaspora communities worldwide. C-Pop itself is an umbrella term covering Mandopop, Cantopop (Cantonese-language"
pop,pop-eastasian,§pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/pop.md,"Pop music is the commercial backbone of the modern music industry, defined by its prioritization of catchy melodies, accessible hooks, and broad emotional appeal. Emerging in the mid-1950s as a softer alternative to rock and roll, pop quickly established itself as the dominant force in popular music"
sophisti-pop,pop-eastasian,§sophisti-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/sophisti-pop.md,"Sophisti-pop is a polished, musically literate strain of 1980s pop that draws heavily on jazz, soul, and bossa nova, distinguished by lush production, sophisticated harmonic language, horn sections, and a cosmopolitan elegance that set it apart from both the rawness of post-punk and the synthetic co"
synth-pop,pop-eastasian,§synth-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/synth-pop.md,"Synth-pop is a genre built on the marriage of synthesizer-driven production and pop songcraft, defined by catchy melodies, electronic rhythms, and a polished aesthetic that emerged from the UK's post-punk and new wave scenes in the late 1970s and early 1980s. What began as an experimental reaction a"
vocaloid,pop-eastasian,§vocaloid,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/vocaloid.md,"Vocaloid is both a voice synthesis technology and the music culture built around it. Yamaha Corporation released the first VOCALOID engine in 2003, but the revolution began with VOCALOID2 in 2007, when Crypton Future Media released Hatsune Miku on August 31, 2007 -- a software voicebank packaged wit"
alternative-rnb,rnb-soul-funk,§alternative-rnb,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/alternative-rnb.md,"Alternative R&B (also called alt-R&B or indie R&B) is a stylistically diverse movement within contemporary R&B that emerged in the late 2000s and early 2010s, defined by its incorporation of electronic music, ambient textures, indie rock, trip-hop, and experimental production into soul and R&B frame"
boogie,rnb-soul-funk,§boogie,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/boogie.md,"Boogie (also called electro-funk or post-disco funk) is a rhythm-and-blues genre of electronic dance music that emerged in the late 1970s and flourished through the mid-1980s, bridging the gap between disco's orchestral lushness and the synthesizer-driven electronic music that would follow. The genr"
disco,rnb-soul-funk,§disco,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/disco.md,"Disco emerged in the early 1970s from the underground club scenes of New York City, Philadelphia, and other urban centers, growing out of funk, soul, and the burgeoning LGBTQ+ nightclub culture. The genre reached mainstream dominance between 1975 and 1979, becoming a cultural phenomenon that defined"
doo-wop,rnb-soul-funk,§doo-wop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/doo-wop.md,"Doo-wop is a vocal group harmony style that emerged from African American communities in the late 1940s, rooted in the intersection of gospel, blues, and the Ink Spots' pioneering ""top and bottom"" vocal arrangement. Young Black teenagers in New York City, Chicago, Detroit, Baltimore, and other major"
funk,rnb-soul-funk,§funk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/funk.md,"Funk is a rhythm-driven genre that emerged in the mid-1960s when James Brown and his band began stripping down soul music to its most essential element: the groove. Brown's revolutionary insight was to treat every instrument as a drum, locking bass, guitar, horns, and vocals into an interlocking rhy"
gospel,rnb-soul-funk,§gospel,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/gospel.md,"Gospel music represents one of the most influential and enduring genres in American music history, emerging from the African American religious experience and shaping virtually every popular music genre that followed. Rooted in the spirituals sung by enslaved people, gospel evolved through the late "
motown,rnb-soul-funk,§motown,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/motown.md,"Motown is both a record label and a musical style that reshaped American popular music from the inside out. Berry Gordy Jr. founded Tamla Records on January 12, 1959, in Detroit, Michigan, borrowing $800 from his family savings fund. By 1960, the operation was incorporated as the Motown Record Corpo"
neo-soul,rnb-soul-funk,§neo-soul,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/neo-soul.md,"Neo-soul emerged in the early-to-mid 1990s as a wave of Black American artists pushed back against the increasingly formulaic, producer-driven sound of mainstream contemporary R&B. Where commercial R&B leaned on drum machine programming, sampled loops, and polished pop structures, neo-soul artists r"
new-jack-swing,rnb-soul-funk,§new-jack-swing,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/new-jack-swing.md,"New jack swing is a fusion genre that emerged from Harlem, New York in the mid-1980s, blending the rhythmic grooves of hip-hop with the melodic sensibility of R&B, pop, and dance music. The style was pioneered by producer Teddy Riley, who developed the sound by layering swung hip-hop drum machine pa"
nu-disco,rnb-soul-funk,§nu-disco,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/nu-disco.md,"Nu disco emerged in the mid-to-late 1990s as DJs and producers began revisiting the sounds of 1970s disco, 1980s Italo disco, and Balearic house through a modern electronic lens. The term first appeared in print in a 1996 XLR8R Magazine interview with Chicago house artist Cajmere. British DJs includ"
p-funk,rnb-soul-funk,§p-funk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/p-funk.md,"P-Funk (short for Parliament-Funkadelic funk, or ""pure funk"") is a sprawling, maximalist strain of funk music created by George Clinton and his rotating collective of musicians operating primarily through two sister groups: Parliament and Funkadelic. The story begins in 1956 in Newark, New Jersey, w"
post-disco,rnb-soul-funk,§post-disco,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/post-disco.md,"Post-disco describes a broad landscape of dance music that emerged from approximately 1979 to 1986, beginning with the commercial backlash against disco in the United States. The pivot point was Disco Demolition Night on July 12, 1979, when a promotional stunt at Chicago's Comiskey Park turned into "
quiet-storm,rnb-soul-funk,§quiet-storm,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/quiet-storm.md,"Quiet storm is a radio format and R&B subgenre defined by smooth, romantic, jazz-influenced soul music performed at slow to midtempo grooves. The name originates from Smokey Robinson's 1975 album *A Quiet Storm*, whose title track became the theme music for a groundbreaking late-night radio show pio"
rnb,rnb-soul-funk,§rnb,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/rnb.md,"Rhythm and Blues emerged in the 1940s as African-American musicians fused electric blues, jazz, and gospel into a new urban sound characterized by strong backbeats, emotional vocal delivery, and sophisticated arrangements. The term ""R&B"" was coined by Billboard journalist Jerry Wexler in 1948 to rep"
trap-soul,rnb-soul-funk,§trap-soul,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rnb-soul-funk/trap-soul.md,"Trap soul is a fusion of contemporary R&B vocal stylings with trap music's 808-driven production, creating a sound that pairs emotional, melodic singing with the hard-hitting drums and dark atmospheres of hip-hop. The genre's foundations were laid by several converging currents in the early 2010s: K"
alternative,rock-metal,§alternative,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/alternative.md,"Alternative rock emerged in the early 1980s as an umbrella term for underground rock music that rejected mainstream commercial sensibilities, though the genre's DNA traces back to the late 1970s post-punk explosion. The term itself was coined by college radio programmers seeking to categorize music "
arena-rock,rock-metal,§arena-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/arena-rock.md,"Arena rock emerged in the mid-1970s as rock bands scaled up from clubs and theaters to massive venues, developing a sound engineered to fill stadiums with anthemic hooks, soaring vocals, and polished production. The genre's roots trace to the late 1960s, when acts like The Who and Led Zeppelin prove"
black-metal,rock-metal,§black-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/black-metal.md,"Black metal emerged from the primordial darkness of 1980s extreme metal, but its second wave in early 1990s Norway transformed it into something unprecedented: a genre defined as much by ideology, aesthetics, and infamy as by its sound. While first-wave pioneers like Venom, Bathory, and Celtic Frost"
death-metal,rock-metal,§death-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/death-metal.md,"Death metal coalesced in the mid-1980s from the most extreme fringes of thrash metal, driven by bands that wanted to push speed, heaviness, and aggression beyond what thrash had established. Possessed's *Seven Churches* (1985), recorded by Bay Area teenagers during their Easter break, is widely cons"
djent,rock-metal,§djent,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/djent.md,"Djent is a subgenre of progressive metal defined by its percussive, heavily palm-muted guitar tone---the onomatopoeic ""djent"" sound that gives the style its name. The term originated with Meshuggah guitarist Fredrik Thordendal, who used it informally to describe the band's distinctive guitar attack."
doom-metal,rock-metal,§doom-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/doom-metal.md,"Doom metal is a subgenre of heavy metal characterized by slow tempos, downtuned guitars, and crushing distorted riffs that evoke themes of despair, darkness, and existential dread. Rooted in the pioneering sound of Black Sabbath's earliest work, doom metal strips heavy metal back to its most fundame"
dream-pop,rock-metal,§dream-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/dream-pop.md,"Dream pop is an ethereal, atmosphere-driven subgenre of alternative rock characterized by reverb-drenched guitars, breathy vocals, hazy textures, and a preoccupation with mood over conventional song dynamics. The genre prioritizes immersion and emotional resonance, creating lush sonic landscapes tha"
emo,rock-metal,§emo,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/emo.md,"Emo (short for ""emotional hardcore"" or ""emotive hardcore"") is a deeply personal rock genre built on vulnerability, melody, and raw emotional expression. Emerging from the Washington D.C. hardcore punk scene in the mid-1980s, emo has evolved through distinct waves while maintaining its core commitmen"
folk-metal,rock-metal,§folk-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/folk-metal.md,"Folk metal emerged in the early 1990s from the collision of extreme metal and traditional European folk music. The genre's origin is traced to Skyclad, an English band formed in 1990 by former Sabbat vocalist Martin Walkyier. Their 1991 debut, *The Wayward Sons of Mother Earth*, wove violin and folk"
garage-rock,rock-metal,§garage-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/garage-rock.md,"Garage rock emerged in the mid-1960s as the raw, unpolished response to the British Invasion's slick professionalism. While bands like the Beatles and Rolling Stones conquered radio with studio-perfected recordings, thousands of American teenagers retreated to their parents' garages armed with cheap"
grindcore,rock-metal,§grindcore,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/grindcore.md,"Grindcore emerged in the mid-1980s from the collision of hardcore punk and extreme metal, driven by musicians who wanted to push speed, volume, and brevity past every existing limit. The American side of the origin story starts with two bands: Boston's Siege, whose 1984 demo *Drop Dead* compressed h"
groove-metal,rock-metal,§groove-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/groove-metal.md,"Groove metal emerged in the late 1980s and early 1990s as a slower, heavier offshoot of thrash metal, trading blistering speed for syncopated, mid-tempo riffs designed to physically move a crowd. The genre's roots trace to New Orleans, where Exhorder began fusing thrash aggression with rhythmic, blu"
grunge,rock-metal,§grunge,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/grunge.md,"Grunge emerged from Seattle's underground music scene in the mid-to-late 1980s, crystallizing into a cultural phenomenon that would define early 1990s rock. The genre developed as a raw, unpolished fusion of punk rock's anti-establishment attitude, heavy metal's crushing riffs, and indie rock's DIY "
hardcore-punk,rock-metal,§hardcore-punk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/hardcore-punk.md,"Hardcore punk is an extreme, high-energy evolution of punk rock that emerged in the late 1970s and early 1980s as a reaction against what many saw as punk rock's growing commercialization and mainstream acceptance. Where first-wave punk bands like the Ramones and Sex Pistols retained elements of pop"
indie-folk,rock-metal,§indie-folk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/indie-folk.md,"Indie folk emerged in the late 1990s and early 2000s as a quiet rebellion against both the polished production of mainstream folk and the loud distortion of alternative rock. Drawing from traditional folk's acoustic intimacy and indie rock's DIY ethos, the genre carved out space for introspective st"
indie-rock,rock-metal,§indie-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/indie-rock.md,"Indie Rock is a diverse genre characterized by guitar-driven rock music released independently or through smaller labels, with strong aesthetic ties to independent music culture. Born from the DIY ethos of punk and post-punk, indie rock emphasizes artistic autonomy, experimental approaches, and emot"
industrial,rock-metal,§industrial,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/industrial.md,"Industrial music emerged in the late 1970s as one of the most confrontational and experimental movements in electronic music history. The term was coined by Throbbing Gristle, who founded Industrial Records in Sheffield, UK in 1976, releasing their debut ""The Second Annual Report"" (1977) and declari"
jam-band,rock-metal,§jam-band,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/jam-band.md,"The jam band tradition traces its roots to the mid-1960s San Francisco psychedelic scene, where the Grateful Dead began transforming rock concerts into extended improvisational experiences. Formed in 1965 in Palo Alto as the Warlocks, the Dead drew from folk, blues, country, and psychedelia, using l"
jangle-pop,rock-metal,§jangle-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/jangle-pop.md,"Jangle pop takes its name from the bright, ringing tone of arpeggiated electric guitars — a sound pioneered by Roger McGuinn of the Byrds, whose Rickenbacker 12-string electric guitar on their 1965 cover of Bob Dylan's ""Mr. Tambourine Man"" created the genre's foundational sonic signature. The term i"
krautrock,rock-metal,§krautrock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/krautrock.md,"Krautrock is a broad movement of experimental rock music that emerged in West Germany in the late 1960s and early 1970s, driven by a generation of musicians who rejected Anglo-American blues-rock conventions in favor of electronic experimentation, hypnotic repetition, and avant-garde composition. Th"
math-rock,rock-metal,§math-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/math-rock.md,"Math rock is a form of guitar-driven rock music defined by rhythmic complexity, angular melodic phrasing, and tight instrumental interplay. Emerging from the post-hardcore and indie rock scenes of the late 1980s and early 1990s, the genre takes its name from the ""mathematical"" quality listeners perc"
melodic-death-metal,rock-metal,§melodic-death-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/melodic-death-metal.md,Melodic death metal emerged in the early 1990s when death metal musicians began incorporating the harmonic sensibility of traditional heavy metal and classical music into their extreme sound. The genre's first major statement came from England: Carcass's *Heartwork* (1993) married twin-guitar harmon
metal,rock-metal,§metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/metal.md,"Metal emerged in the late 1960s and early 1970s from the heavier end of blues rock and psychedelia, crystallizing into a distinct genre with Black Sabbath's self-titled debut in 1970. Tony Iommi's detuned, doom-laden riffs and Ozzy Osbourne's eerie vocals established the template: dark themes, heavy"
metalcore,rock-metal,§metalcore,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/metalcore.md,"Metalcore is a fusion genre that emerged from the collision between extreme metal and hardcore punk, developing through distinct phases from underground origins to mainstream dominance. The genre's roots trace to the late 1980s and early 1990s when New York hardcore bands began incorporating metal r"
nerdcore,rock-metal,§nerdcore,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/nerdcore.md,"Nerdcore (also nerdcore hip-hop) is a subgenre of hip-hop characterized by themes and subject matter of interest to geek and nerd culture. The genre represents a reclamation of nerd identity through hip-hop's braggadocio tradition—where mainstream rap celebrates street credibility, nerdcore celebrat"
new-wave,rock-metal,§new-wave,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/new-wave.md,"New Wave emerged in the late 1970s as rock music embraced electronic synthesis, art-school aesthetics, and post-punk innovation. Born from the ashes of punk's initial explosion, New Wave represented both a continuation and a departure: it retained punk's DIY ethos and rejection of bloated progressiv"
noise-rock,rock-metal,§noise-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/noise-rock.md,"Noise rock emerged in the early 1980s from two converging streams: the no wave scene's deliberate destruction of rock conventions and hardcore punk's raw aggression. In New York, bands like Swans and Sonic Youth grew out of the no wave movement that had produced DNA, Mars, and Teenage Jesus and the "
nu-metal,rock-metal,§nu-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/nu-metal.md,"Nu-metal emerged from the collision of heavy metal, hip-hop, funk, and alternative rock in the mid-1990s, born primarily out of the California underground. Korn's self-titled debut in 1994---produced by Ross Robinson in Indigo Ranch Studios---is widely recognized as the genre's founding document: Jo"
nwobhm,rock-metal,§nwobhm,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/nwobhm.md,"The New Wave of British Heavy Metal (NWOBHM) erupted between 1978 and 1983 as a grassroots movement of young, largely working-class British bands who revitalized heavy metal by injecting it with punk rock's energy and DIY ethos. The term was coined by journalist Geoff Barton in a May 1979 issue of S"
pop-punk,rock-metal,§pop-punk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/pop-punk.md,"Pop punk fuses punk rock's distorted guitars, power chords, and rebellious energy with pop songwriting's melodic hooks, vocal harmonies, and accessible song structures. The genre's roots trace to the late 1970s, when the Buzzcocks and the Ramones demonstrated that punk could be catchy without sacrif"
post-punk-revival,rock-metal,§post-punk-revival,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/post-punk-revival.md,"The post-punk revival emerged in the early 2000s as a wave of guitar bands on both sides of the Atlantic drew consciously from the sounds and aesthetics of late 1970s and early 1980s post-punk (see [Post-Punk](../post-punk/README.md)), new wave, and garage rock. The movement was a reaction against t"
post-punk,rock-metal,§post-punk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/post-punk.md,"Post-punk emerged in late 1977 and early 1978 as bands who had absorbed punk's energy and DIY ethos began reaching beyond its three-chord boundaries. The term was first outlined by Jon Savage in his ""New Musick"" editorial for Sounds magazine in November 1977, and the movement coalesced rapidly acros"
post-rock,rock-metal,§post-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/post-rock.md,"Post-rock is an experimental genre that emerged in the early 1990s, using conventional rock instrumentation—guitar, bass, drums—in unconventional ways to create expansive, cinematic soundscapes. The term was coined by critic Simon Reynolds in 1994, though the sonic approach had been developing for y"
power-metal,rock-metal,§power-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/power-metal.md,"Power metal emerged in the early-to-mid 1980s from two parallel traditions on opposite sides of the Atlantic. In the United States, bands like Manowar, Jag Panzer, Metal Church, and Savatage developed a heavier, riff-driven style rooted in traditional heavy metal and speed metal, characterized by hi"
progressive-rock,rock-metal,§progressive-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/progressive-rock.md,"Progressive rock is a genre that breaks the constraints of conventional rock music through extended instrumental passages, complex time signatures, and ambitious compositional structures. Emerging in the late 1960s from the psychedelic rock scene, prog rock synthesizes classical music sophistication"
psychedelic-rock,rock-metal,§psychedelic-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/psychedelic-rock.md,"Psychedelic Rock emerged in the mid-1960s as a revolutionary genre that merged rock and roll with experimental studio techniques, Eastern instruments, and surreal lyricism inspired by hallucinogenic experiences. The movement crystallized simultaneously on both coasts of America: San Francisco's Haig"
punk,rock-metal,§punk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/punk.md,"Punk rock exploded in the mid-1970s as a visceral rejection of the bloated excess of arena rock and progressive rock. The movement emerged simultaneously in New York City and London, each scene developing its own distinct character while sharing core values of raw energy, simplicity, and anti-establ"
rockabilly,rock-metal,§rockabilly,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/rockabilly.md,"Rockabilly is the earliest form of rock and roll to emerge from white Southern musicians, fusing country music's vocal styles and instrumentation with the rhythm, energy, and attitude of Black rhythm and blues. The genre crystallized at Sam Phillips's Sun Records studio in Memphis between 1954 and 1"
screamo,rock-metal,§screamo,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/screamo.md,"Screamo is a subgenre of hardcore punk and emo that emerged in the early 1990s, built on willfully experimental dissonance, extreme dynamics, and screamed vocals delivering raw emotional catharsis. The genre originated in San Diego, California, where bands like Heroin, Angel Hair, and Antioch Arrow "
shoegaze,rock-metal,§shoegaze,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/shoegaze.md,"Shoegaze is an ethereal, guitar-driven genre characterized by heavy use of effects pedals, vocals buried in lush layers of sound, and a focus on atmosphere and texture over traditional song structure. The name derives from performers' tendency to gaze down at their effects pedals during live perform"
ska-punk,rock-metal,§ska-punk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/ska-punk.md,"Ska punk is a high-energy fusion genre that marries the upbeat, offbeat rhythms of Jamaican ska with the speed, aggression, and attitude of punk rock. The result is a distinctively kinetic sound characterized by blazing tempos, prominent brass sections, and gang vocal choruses that demand audience p"
sludge-metal,rock-metal,§sludge-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/sludge-metal.md,"Sludge metal is an extreme subgenre of heavy metal that fuses the crushing slowness of doom metal with the aggression and rawness of hardcore punk. The sound is built on heavily downtuned, feedback-drenched guitars, abrasive screamed vocals, and a thick, muddy production aesthetic that prioritizes h"
space-rock,rock-metal,§space-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/space-rock.md,"Space rock emerged from the late 1960s psychedelic rock scene as musicians began using extended improvisation, electronic effects, and cosmic themes to evoke the vastness of outer space. Early seeds were planted by Joe Meek's 1959 concept album *I Hear a New World* and Pink Floyd's Syd Barrett-era w"
speed-metal,rock-metal,§speed-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/speed-metal.md,"Speed metal emerged in the late 1970s and early 1980s as a bridge between traditional heavy metal and the extreme metal genres that followed. Its roots lie in the New Wave of British Heavy Metal (NWOBHM) and the boundary-pushing velocity of bands like Motorhead, Judas Priest, and Accept, all of whom"
stoner-rock,rock-metal,§stoner-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/stoner-rock.md,"Stoner rock is a subgenre of rock music that fuses the heavy, downtuned riffing of Black Sabbath with the psychedelic experimentation of 1960s and 70s acid rock, filtered through thick layers of fuzz and distortion. The genre emerged in the early 1990s from two parallel scenes: the Palm Desert under"
surf-rock,rock-metal,§surf-rock,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/surf-rock.md,"Surf rock emerged in early 1960s Southern California as a distinctive guitar-driven rock style defined by reverb-drenched instrumentation, tremolo picking, and thematic preoccupation with beach culture and ocean imagery. The genre's sonic template was largely established by Dick Dale, ""King of the S"
symphonic-metal,rock-metal,§symphonic-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/symphonic-metal.md,"Symphonic metal fuses heavy metal's distorted guitars and driving rhythms with orchestral arrangements, choral vocals, and classical composition techniques. The genre treats keyboards and orchestration not as embellishment but as structural equals to the guitar — songs are built around sweeping stri"
thrash-metal,rock-metal,§thrash-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/thrash-metal.md,"Thrash metal emerged in the early 1980s as a volatile fusion of heavy metal's power and punk's raw, rebellious energy. Born in the underground clubs of the San Francisco Bay Area, the genre represented a direct revolt against the polished excess of 1980s hair metal and the perceived creative stagnat"
viking-metal,rock-metal,§viking-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/rock-metal/viking-metal.md,"Viking metal originated in the late 1980s when Swedish musician Quorthon, the sole creative force behind Bathory, turned away from the raw Satanic black metal of his early albums toward something grander: epic hymns celebrating Norse mythology, Viking warriors, and pagan spirituality. Bathory's *Blo"
afro-cuban,world,§afro-cuban,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/afro-cuban.md,"Afro-Cuban music refers to the family of genres born from the meeting of West African religious and rhythmic traditions with Spanish colonial melody and song forms on the island of Cuba. The Yoruba people, brought to Cuba as enslaved laborers and known there as Lucumi, preserved their spiritual prac"
afro-house,world,§afro-house,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/afro-house.md,"Afro house emerged in South Africa during the mid-1990s as the country's post-apartheid cultural renaissance opened space for musical experimentation. The genre fused Chicago and Detroit house music's electronic framework with traditional African percussion, melodies, and vocal styles, creating a so"
afrobeats,world,§afrobeats,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/afrobeats.md,"Afrobeats is a contemporary West African popular music genre that emerged from Nigeria in the early 2000s, evolving from the country's rich musical traditions including Afrobeat (note the singular - Fela Kuti's politically charged 1970s fusion), highlife, juju, and fuji music. The genre crystallized"
afropop,world,§afropop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/afropop.md,"Afropop is a broad umbrella term for African popular music that blends indigenous African musical traditions with Western pop instrumentation and production techniques. The term gained currency in the 1980s as Western audiences discovered artists like King Sunny Ade, whose juju-infused albums *Juju "
afroswing,world,§afroswing,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/afroswing.md,"Afroswing is a UK-born fusion genre that emerged from London's African and Caribbean diaspora communities in the mid-2010s. The term was coined by rapper Kojo Funds around 2016, describing a sound that blends Afrobeats rhythms and melodies with dancehall riddims, UK rap, grime energy, and contempora"
amapiano,world,§amapiano,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/amapiano.md,"Amapiano emerged from the townships of Gauteng province, South Africa, during the early-to-mid 2010s as a grassroots fusion of deep house, kwaito, and jazz. The name derives from the isiZulu word for ""pianos,"" pointing to the genre's defining melodic instrument. Its exact birthplace remains debated "
axe,world,§axe,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/axe.md,"Axe (from the Yoruba word ase, meaning soul, spirit, or positive energy) is a Brazilian popular music genre that emerged in Salvador, Bahia, in the 1980s as the sound of the city's massive Carnival celebrations. The genre's roots extend back to the 1950s, when the trio of Armandinho, Dodo, and Osmar"
bachata,world,§bachata,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bachata.md,"Bachata emerged in the bars, brothels, and rural communities of the Dominican Republic during the early 1960s, rooted in a broader tradition of informal gatherings called bachatas that featured guitar-based music, storytelling, and dance. Jose Manuel Calderon recorded the first commercially released"
baile-funk,world,§baile-funk,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/baile-funk.md,"Baile funk (also known as funk carioca or favela funk) emerged in the late 1980s and early 1990s in the favelas of Rio de Janeiro, Brazil. The genre evolved from Miami bass and freestyle electro — imported via bootleg tapes and sound system culture — blended with local rhythmic traditions including "
banda,world,§banda,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/banda.md,"Banda music originated in the Mexican state of Sinaloa during the 1880s, when local communities began imitating European military brass bands using piston-valved instruments that had arrived during the Second Mexican Empire in the 1860s. German, Polish, and Czech immigrants who settled in Sinaloa, C"
bhangra,world,§bhangra,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/world/bhangra.md,"Bhangra originated as a folk dance performed by Punjabi farmers in the Punjab region of South Asia, with roots traced to the 14th or 15th century in the Sialkot district (now in Pakistan). The dance was tied to the spring harvest festival Baisakhi, celebrating the completion of the wheat crop — the "
